productid,productName,subCategory,size,finalPrice,image_url,comb,available
2245,Jackfruits Seeds,Vegetables,250 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Jackfruits seeds/jpg,jackfruits seeds vegetables,yes
2249,Cauliflower (350gm to 450gm),Vegetables,1 pcs,18,http://143.110.186.55:8080/vf-api/android/productImage/cauliflower/jpg,cauliflower (350gm to 450gm) vegetables,yes
2250,Cabbage (500 to 600gm),Vegetables,1 pcs,17,http://143.110.186.55:8080/vf-api/android/productImage/Cabbage/jpg,cabbage (500 to 600gm) vegetables,yes
2251,Cauliflower 800gm-950gm,Vegetables,1 pcs,43,http://143.110.186.55:8080/vf-api/android/productImage/Cauliflower/jpg,cauliflower 800gm-950gm vegetables,yes
2252,Cauliflower (550gm to 650gm),Vegetables,1 pcs,24,http://143.110.186.55:8080/vf-api/android/productImage/Cauliflower/jpg,cauliflower (550gm to 650gm) vegetables,yes
2258,Bottle Gourd(550gm to 650gm),Vegetables,1 pc,15,http://143.110.186.55:8080/vf-api/android/productImage/Bottle gourd/jpg,bottle gourd(550gm to 650gm) vegetables,yes
2267,pink Bharta brinjal ( 450gm-600gm),Vegetables,1 gm,45,http://143.110.186.55:8080/vf-api/android/productImage/brinjal-bharta-500x500/png,pink bharta brinjal ( 450gm-600gm) vegetables,yes
2268,Fresh Kashmiri Apples,Vegetables,1 kg,240,http://143.110.186.55:8080/vf-api/android/productImage/apples/jpg,fresh kashmiri apples vegetables,yes
2270,Jackfruit,Vegetables,1 kg,40,http://143.110.186.55:8080/vf-api/android/productImage/Jackfruit/jfif,jackfruit vegetables,yes
64934,Onion,Vegetables,1 kg,22,https://www.jiomart.com/images/product/original/590002136/onion-5-kg-pack-product-images-o590002136-p590002136-0-202203141906.jpg,onionvegetables,yes
168383,Parle G ,Biscuits & Cookies,1 Kg,26,https://www.bigbasket.com/media/uploads/p/l/40019272_1-parle-gluco-biscuits-parle-g.jpg,parle g biscuits & cookies,yes
43322,Parle G,Biscuits and Cookies,110g,10Rs,https://www.jiomart.com/images/product/600x600/491539619/parle-g-biscuits-110-g-get-20-g-extra-product-images-o491539619-p491539619-0-202203170517.jpg,parle gbiscuits and cookies,yes
